_id,Ano,GASTO/INGRESO,CAPITULO,ARTICULO,CONCEPTO,SUBCONCEPTO,DESCRIPCION CORTA,DESCRIPCION LARGA
324,2023,G,2,20,200,200000,Arrend. Terr y  B. natur.,Arrendamientos de terrenos y bienes naturales
325,2023,G,2,20,202,202000,Arrend. Edific. y constr,Arrendamientos de edificios y otras construcciones
326,2023,G,2,20,203,203000,"Arrend. Maq,inst,utillaje","Arrendamientos maquinaria, instalación y utillaje"
327,2023,G,2,20,204,204000,Arrend. Material transp.,Arrendamientos de material de transporte
328,2023,G,2,20,205,205000,"Arrend. Mobil.,enseres",Arrendamientos de mobiliario y enseres
329,2023,G,2,20,206,206000,Arrend. Equip proc inform,Arrendamientos de equipos procesos de información
330,2023,G,2,20,209,209000,Arrend. otro inmov. mat.,Arrendamientos de otro inmovilizado material
331,2023,G,2,21,210,210000,Rep.Const.Terr y B.natur.,Rep. y conservación de terrenos y bienes naturales
332,2023,G,2,21,212,212000,Rep.Const. Edif. y constr,Rep. y conservación edificios y otras construcc.
333,2023,G,2,21,213,213000,"Rep.Const. Maq,inst,utill","Rep. y conserv. maquinaria,instalaciones,utillaje"
334,2023,G,2,21,214,214000,Rep.Const. Mat. transport,Reparación y conservación material de transporte
335,2023,G,2,21,215,215000,"Rep.Const. Mobil.,enseres",Reparación y conservación de mobiliario y enseres
336,2023,G,2,21,216,216000,Rep.Const. Equip informac,Rep. y conserv. equipos procesos de información
337,2023,G,2,21,219,219000,Rep.Const. otr inm. mat.,Rep. y conservación de otro inmovilizado material
338,2023,G,2,22,220,220000,Ordinar. no inventariable,Ordinario no inventariable
339,2023,G,2,22,220,220001,Mobiliario y enseres,Mobiliario y enseres
340,2023,G,2,22,220,220002,"Prensa,revistas,publ.per.","Prensa, revistas y publicaciones periódicas"
341,2023,G,2,22,220,220003,Libros y otras public.,Libros y otras publicaciones
342,2023,G,2,22,220,220004,Material informático,Material informático
343,2023,G,2,22,220,220005,Adquisición Cartones Bing,Adquisición Cartones de Bingo
344,2023,G,2,22,220,220009,Otro material de oficina,Otro material de oficina
345,2023,G,2,22,221,221000,Energía eléctrica,Energía eléctrica
346,2023,G,2,22,221,221001,Agua,Agua
347,2023,G,2,22,221,221002,Gas,Gas
348,2023,G,2,22,221,221003,Combustibles,Combustibles
349,2023,G,2,22,221,221004,Vestuario,Vestuario
350,2023,G,2,22,221,221005,Productos alimenticios,Productos alimenticios
351,2023,G,2,22,221,221006,Productos farmacéuticos,Productos farmacéuticos
352,2023,G,2,22,221,221007,Antivirales Hepatitis C,Antivirales Hepatitis C
353,2023,G,2,22,221,221009,Otros suministros,Otros suministros
354,2023,G,2,22,221,221011,Implantes,Implantes
355,2023,G,2,22,221,221012,Material de laboratorio,Material de laboratorio
356,2023,G,2,22,221,221013,Material de radiología,Material de radiología
357,2023,G,2,22,221,221014,"Instrum,utillaje sanitar.",Instrumental y pequeño utillaje sanitario
358,2023,G,2,22,221,221015,Material reactivo,Material reactivo
359,2023,G,2,22,221,221019,Otro material sanitario,Otro material sanitario
360,2023,G,2,22,222,222000,Telefónicas,Telefónicas
361,2023,G,2,22,222,222001,Postales,Postales
362,2023,G,2,22,222,222002,Telegráficas,Telegráficas
363,2023,G,2,22,222,222003,Télex y telefax,Télex y telefax
364,2023,G,2,22,222,222009,Otras comunicaciones,Otras comunicaciones
365,2023,G,2,22,223,223000,Transporte,Transporte
366,2023,G,2,22,224,224000,"Primas edificios, locales",Primas de Edificios y locales
367,2023,G,2,22,224,224001,Primas de vehículos,Primas de vehículos
368,2023,G,2,22,224,224002,Primas de otro inmoviliz.,Primas de otro inmovilizado
369,2023,G,2,22,224,224003,Otros riesgos,Otros riesgos
370,2023,G,2,22,225,225000,Tributos locales,Tributos locales
371,2023,G,2,22,225,225001,Tributos autonómicos,Tributos autonómicos
372,2023,G,2,22,225,225002,Tributos estatales,Tributos estatales
373,2023,G,2,22,225,225003,Impuesto sobre bienes inmuebles,Impuesto sobre bienes inmuebles
374,2023,G,2,22,225,225004,Impuesto de vehículos de tracción mecánica,Impuesto de vehículos de tracción mecánica
375,2023,G,2,22,226,226000,Cánones,Cánones
376,2023,G,2,22,226,226001,Atenc.Protoc. y represent,Atenciones protocolarias y representativas
377,2023,G,2,22,226,226002,Gtos divulg. y promoción,Gastos de divulgación y promoción
378,2023,G,2,22,226,226003,"Jurídicos, Contenciosos","Jurídicos, Contenciosos"
379,2023,G,2,22,226,226004,Remun.agentes med. indep.,Remuneraciones a agentes mediadores independientes
380,2023,G,2,22,226,226005,Reuniones y conferencias,Reuniones y conferencias
381,2023,G,2,22,226,226006,Gtos func. trib jurado,Gastos de funcionamiento de Tribunal con Jurado
382,2023,G,2,22,226,226007,Indemniz. a testigos,Indemnizaciones a testigos
383,2023,G,2,22,226,226008,G. Fto Actividades Ev. Universitaria,Gts funcionamiento actividades de evaluac universt
384,2023,G,2,22,226,226009,Otros gastos diversos,Otros gastos diversos
385,2023,G,2,22,226,226010,Sanciones AEAT,Sanciones AEAT
386,2023,G,2,22,226,226011,Indemnizaciones por suspensión de contratos,Indemnizaciones por suspensión de contratos
387,2023,G,2,22,227,227000,Limpieza y aseo,Limpieza y aseo
388,2023,G,2,22,227,227001,Seguridad,Seguridad
389,2023,G,2,22,227,227002,Valoraciones y peritajes,Valoraciones y peritajes
390,2023,G,2,22,227,227003,Postales,Postales
391,2023,G,2,22,227,227004,"Custodia, depósito,almac.","Custodia, depósito y almacenaje"
392,2023,G,2,22,227,227005,Procesos electorales,Procesos electorales
393,2023,G,2,22,227,227006,"Estudio,trabajos técnicos",Estudios y trabajos técnicos
394,2023,G,2,22,227,227007,Mantenimiento E.D.A.R.,Mantenimiento est. depuradoras de aguas residuales
395,2023,G,2,22,227,227008,Gest.Ctros Asist. propios,Gestión de Centros Asistenciales propios
396,2023,G,2,22,227,227009,Otros trabajos empresas,Otros trabajos realizados por otras empresas
397,2023,G,2,22,227,227010,Mant. Infraest. Telecom,Mant. Infraestructuras y Servicios de Telecomunic.
398,2023,G,2,22,227,227011,Pruebas lab. externos,Pruebas realizadas por laboratorios externos
399,2023,G,2,22,227,227012,Colaboración Recaudación por Entidad Financiera,Colaboración Recaudación por Entidad Financiera
400,2023,G,2,22,227,227013,Servicios Bancarios,Servicios Bancarios
401,2023,G,2,22,229,229000,Funcionamiento de centros,Gtos funcionam. centros docentes no universitarios
402,2023,G,2,22,229,229001,Gastos de comedor escolar,Gastos de comedor escolar
403,2023,G,2,22,229,229002,Gratuidad libros de texto,Gratuidad libros de texto
404,2023,G,2,22,229,229003,Gtos. planes y serv. nuev,Gastos centros en planes y servicios nuevos
405,2023,G,2,23,230,230000,Dietas,Dietas
406,2023,G,2,23,231,231000,Locomoción,Locomoción
407,2023,G,2,23,232,232000,Traslado,Traslado
408,2023,G,2,23,233,233000,Gastos a través de agencias de viajes,Gastos a través de agencias de viaje
409,2023,G,2,23,239,239000,Otras indemnizaciones,Otras indemnizaciones
410,2023,G,2,24,240,240000,Arrend. servicios nuevos,Arrendamientos para servicios nuevos
411,2023,G,2,24,241,241000,Rep. conserv serv. nuevos,Reparación y conservación para servicios nuevos
412,2023,G,2,24,242,242000,"Mater,sumin. serv. nuevos","Material,suministros y otros para servicios nuevos"
413,2023,G,2,24,243,243000,"Dietas,locom. serv.nuevos",Dietas y locomociones para servicios nuevos
414,2023,G,2,24,244,244000,Ac.concertada serv.nuevos,Acción concertada en servicios nuevos
415,2023,G,2,24,249,249000,Otros gastos serv. nuevos,Otros gastos en servicios nuevos
416,2023,G,2,25,250,250000,Gastos pruebas selectivas,Gastos en pruebas selectivas
417,2023,G,2,25,251,251000,Realización de cursos,Realización de cursos de formación interna
418,2023,G,2,25,251,251001,Form. jóvenes nuevas tec.,Formación a jóvenes en nuevas tecnologías
419,2023,G,2,25,251,251002,Planes Trabajo Ctros Nac.,Planes de Trabajo. Centros Nacionales
420,2023,G,2,25,251,251003,Cursos form. externa,Realización de cursos de formación externa
421,2023,G,2,26,261,261000,Programas de hemodiálisis,Programas de hemodiálisis
422,2023,G,2,26,261,261001,Litotr.renales extracorp.,Litotricias renales extracorpóreas
423,2023,G,2,26,261,261002,Resonancia nuclear magn.,Resonancia nuclear magnética
424,2023,G,2,26,261,261003,Tomografía axial comput.,Tomografía axial computerizada
425,2023,G,2,26,261,261004,Terap.insuf.respir.domic.,Terapia insuficiencia respiratoria a domicilio
426,2023,G,2,26,261,261005,Programas tte. sanitario,Programas de transporte sanitario
427,2023,G,2,26,261,261008,Conciertos Asist. Sanitaria trastornos adictivos,Conciertos Asist. Sanitaria trastornos adictivos
428,2023,G,2,26,261,261009,Otros conciertos As.Sanit,Otros conciertos de Asistencia Sanitaria
429,2023,G,2,26,262,262000,Conv.Univ:plazas vincul.,Convenio con Universidades: plazas vinculadas
430,2023,G,2,26,263,263000,Acc.concertada S.Sociales,Acción concertada en Servicios Sociales
431,2023,G,2,26,263,263001,Conv. Entidades Públicas,Convenios con Entidades Públicas
432,2023,G,2,26,263,263002,Conc. Entidades Privadas,Conciertos con Entidades Privadas
433,2023,G,2,26,263,263003,Acogimientos familiares,Acogimientos familiares
434,2023,G,2,26,263,263004,Otros convenios,Otros convenios
435,2023,G,3,30,300,300000,Intereses títulos Deuda,Intereses de títulos de la Deuda
436,2023,G,3,30,301,301000,"Gtos em,mod,cancel. Deuda","Gastos de emisión, modificación y cancelación"
437,2023,G,3,30,303,303000,Rendimientos implícitos,Rendimientos implícitos
438,2023,G,3,31,310,310000,"Int. Prést. Interior, Entidades Crédito",Intereses Ptmos. Inter. con Entidades Crédito
439,2023,G,3,31,310,310001,"Int. Prést. Interior, Sector Público",Intereses Ptmos. Inter. con Entes Sector Público
440,2023,G,3,31,310,310002,Intereses Préstamos Interior C/P,Intereses de Préstamos del Interior a C/P
441,2023,G,3,31,310,310003,Int. Op. Financieras con  Estado,Intereses de Operaciones Financieras con el Estado
442,2023,G,3,31,311,311000,"Gto form,mod,canc. pr.int","Gastos de formalización,modificación y cancelación"
443,2023,G,3,31,311,311001,Gtos. form corto plazo,Gtos. form corto plazo
444,2023,G,3,31,312,312000,Inter.gtos oper.derivados,Intereses y otros de operaciones con derivados
445,2023,G,3,32,320,320000,Int. prést.ext. Ent.Créd.,Intereses préstamos exterior con Entidades Crédito
446,2023,G,3,32,320,320001,Int. prést. ext. Ent. S. Público,Intereses préstamos exterior con Ent. S. Público
447,2023,G,3,32,321,321000,"Gto form,mod,canc. pr.ext","Gastos de formalización,modificación y cancelación"
448,2023,G,3,34,340,340000,Depósitos,Depósitos
449,2023,G,3,34,341,341000,Fianzas,Fianzas
450,2023,G,3,34,342,342000,Avales,Avales
451,2023,G,3,35,350,350000,Intereses de depósitos,Intereses de depósitos
452,2023,G,3,35,351,351000,Intereses de fianzas,Intereses de fianzas
453,2023,G,3,35,352,352000,Intereses de demora,Intereses de demora
454,2023,G,3,35,353,353000,Gastos de avales,Gastos de avales
455,2023,G,3,35,354,354000,Intereses de arrendamiento financiero,Intereses de arrendamiento financiero
456,2023,G,3,35,359,359000,Otros gastos financieros,Otros gastos financieros
457,2023,G,3,39,390,390000,"Inter.otros prést,anticip",Intereses de otros préstamos y anticipos
458,2023,G,3,39,391,391000,"Gts.otros prést.,anticip.",Gastos de otros préstamos y anticipos
459,2023,G,3,39,392,392000,Int. y otros op. der.fin.,Intereses y otros oper. con derivados financieros
460,2023,G,4,40,400,400001,Ayudas Protección Civil,Ayudas de Protección Civil
461,2023,G,4,40,400,400002,Contratación desempleados,Subvención a la contratación de desempleados
462,2023,G,4,40,400,400003,Cº M. Defensa Educ. Infan,C.Mº. Defensa Educación Infantil
463,2023,G,4,40,400,400004,Conv. Mº Interior UPN,Convenio Mº Interior Unidad Policía Nacional
464,2023,G,4,40,400,400005,Con. Mº Justicia Curso DA,Convenio Mº Justicia Curso Derecho Aragonés
465,2023,G,4,40,400,400006,Con. Mº Trabajo Insp.Trab,Conv. Mº Trabajo colaboración mat. Inspec. Trabajo
466,2023,G,4,40,400,400007,Retrib. personal UPN,Retribuciones personal U. Policía Nal.
467,2023,G,4,40,400,400008,Conv.Seg.Sedes Judiciales,Convenio M. Interior. Seguridad sedes judiciales
468,2023,G,4,40,400,400009,Conv. con Ministerio para Mant. Aplicacción Nómina,Conv. con Ministerio para Mant. Aplicacción Nómina
469,2023,G,4,40,405,405001,Prog.UE Conv.Estudios,"Programas de la UE: Convenios, Estudios e Instit."
470,2023,G,4,40,405,405002,C INE encuestas TIC,Convenio INE encuestas TIC
471,2023,G,4,40,405,405003,Conv. Fondo Esp. Garantía Agraria,Convenio Fondo Español de Garantía Agraria
472,2023,G,4,40,405,405004,Conv. Acad. Gral. MilitarCurso Internal. Defensa,Conv. Acad. Gral. Militar Curso Internal. Defensa
473,2023,G,4,40,405,405005,Programas formativos Fundación EOI,Programas formativos Fundación EOI
474,2023,G,4,40,405,405006,Conv. CGPJ formación jueces y magistrados,Conv. CGPJ formación jueces y magistrados
475,2023,G,4,40,405,405007,Fundación EOI-Formación especializada,Fundación EOI-Formación especializada
476,2023,G,4,40,405,405008,Convenio con Instituto Pirenaico de Ecología,Convenio con Instituto Pirenaico de Ecología
477,2023,G,4,40,405,405009,Controles de ayudas PAC por Monitoring,Controles de ayudas PAC por Monitoring
478,2023,G,4,40,405,405010,Convenio Centro Estudios Jurídicos,Convenio Centro Estudios Jurídicos
479,2023,G,4,40,405,405011,Programas formativos Bootcamps EOI,Programas formativos Bootcamps EOI
480,2023,G,4,40,405,405012,FEGA: aplicaciones informáticas,FEGA: aplicaciones informáticas
481,2023,G,4,41,410,410001,Transf. INAEM Op.Corrient,Transferencia al INAEM para Operaciones Corrientes
482,2023,G,4,41,410,410002,Ctrl cultivos Teledetecc.,Control de cultivos por Teledetección
483,2023,G,4,41,410,410003,Transf SALUD Ctros.Sanit.,Transf. SALUD-Aportación Estado Centros Sanitarios
484,2023,G,4,41,410,410007,Transf SALUD Op.Corrient,Transferencia al SALUD para Operaciones Corrientes
485,2023,G,4,41,410,410010,Transf. IASS Op.Corrient,Transferencia al IASS para Operaciones Corrientes
486,2023,G,4,41,410,410011,Homologaciones I.A.S.S.,Homologaciones I.A.S.S.
487,2023,G,4,41,410,410012,Acc.Orient.Búsqueda Empl,Acciones inform. orient.y búsqueda de empleo
488,2023,G,4,41,410,410013,Planes Experimentales,Planes Experimentales
489,2023,G,4,41,410,410014,Contratación desempleados,Subvención a la contratación de desempleados
490,2023,G,4,41,410,410015,Transf SALUD Investig.,"Transf. SALUD (Invest,Form. y Transf Conocimiento)"
491,2023,G,4,41,410,410016,Transf. IAM Oper. Corr.,Transferencia IAM por Operaciones Corrientes
492,2023,G,4,41,410,410017,Transf. IAJ Oper. Corr.,Transferencia Inst.Juventud Operaciones Corrientes
493,2023,G,4,41,410,410018,Transf. SALUD Form.MIR,Transf. SALUD- Formación continuada M.I.R.
494,2023,G,4,41,410,410019,Transf. IAEAS Op.Corrient,Transferencia I.A Enseñanzas Artísticas Superiores
495,2023,G,4,41,410,410022,Transf. SALUD para  CETEC,Transferencia al SALUD para el CETEC
496,2023,G,4,41,410,410023,Empleo Joven-Primera Experiencia,Empleo Joven-Primera Experiencia
497,2023,G,4,41,410,410024,Empleo Joven-Investigo,Empleo Joven-Investigo
498,2023,G,4,41,410,410025,Formación Escuelas Taller,Formación Escuelas Taller
499,2023,G,4,42,420,420000,A la Tesor. General S.S.,A la Tesorería General de la Seguridad Social
500,2023,G,4,42,421,421000,A otros Entes de la S.S.,A otros entes de la Seguridad Social
501,2023,G,4,44,440,440001,Consejo Ases.Rtve Aragón,Consejo Asesor RTVE Aragón
502,2023,G,4,44,440,440002,Corp.Arag.de Radio y TV,Corporación Aragonesa de Radio y Televisión
503,2023,G,4,44,440,440003,Transf. AST Op.Corrient,Transferencia a AST para Operaciones Corrientes
504,2023,G,4,44,440,440004,Subv. Explotación EE.PP.,Subvenciones a la Explotación de Empresas Públicas
505,2023,G,4,44,440,440005,Aragón Exterior S.A.,Transferencia funcionamiento Aragón Exterior S.A.
506,2023,G,4,44,440,440007,Convenio RENFE,Convenio RENFE
507,2023,G,4,44,440,440008,Prom.Transp.Aeropuert.Zgz,"Fomento, promoción trans.aéreo Aeropuerto Zaragoza"
508,2023,G,4,44,440,440009,Cámaras Agrarias,Cámaras Agrarias
509,2023,G,4,44,440,440010,Actividades I.A.F.,Actividades del Instituto Aragonés de Fomento
510,2023,G,4,44,440,440011,Ayudas Promoc.Diseño,Ayudas para promoción del diseño
511,2023,G,4,44,440,440012,Proy.Innovad.Centros Públ,Subv. Proyectos Innovadores Centros Públicos
512,2023,G,4,44,440,440013,Aprov.Rec.Mineros y Geol.,Promoc.Activid.Aprovech.Rec.Mineros y Patr.Geolog.
513,2023,G,4,44,440,440014,Subv.Promoción Turística,Subv. Promoción Turística
514,2023,G,4,44,440,440015,Sdad Prom.y Gest.Tur.Arag,Transf.Sociedad de Prom.y Gestión Turismo Aragonés
515,2023,G,4,44,440,440016,Transf Bco Sangre Tejidos,Transferencia Banco de Sangre y Tejidos de Aragón
516,2023,G,4,44,440,440017,Consorcio Hospital Jaca,Transferencia al Consorcio Hospitalario de Jaca
517,2023,G,4,44,440,440018,Transf IACS Op.Corrient,Transf. Instituto Aragonés de Ciencias de la Salud
518,2023,G,4,44,440,440019,Transf IACS Células Madre,Transf. IACS - Proyecto Desarrollo Células Madre
519,2023,G,4,44,440,440020,Iniciativas Ciencia y Soc,Iniciativas en Ciencia y Sociedad
520,2023,G,4,44,440,440021,Transferencia ZLC,Transferencia Fundación Zaragoza Logistic Center
521,2023,G,4,44,440,440022,Transferencia  I.T.A.,Transferencia al Instituto Tecnológico Aragón
522,2023,G,4,44,440,440023,Transf. A.Calid. Infraest,Transf. Agencia de Calidad y Prospec.Universitaria
523,2023,G,4,44,440,440024,Centros Asociados UNED en Aragón,Centros Asociados UNED en Aragón
524,2023,G,4,44,440,440025,Univ. Financiac Objetivos,Universidad - Financiación por Objetivos
525,2023,G,4,44,440,440026,Univ. y rel. con Sociedad,Universidad y relaciones con la Sociedad
526,2023,G,4,44,440,440027,Univ.Zarag consejo Social,Universidad de Zaragoza. Consejo Social
527,2023,G,4,44,440,440028,Univ.Zarag Transf Básica,Universidad de Zaragoza. Transferencia Básica
528,2023,G,4,44,440,440029,Actividades C.I.T.A.,Actividades C.I.T.A.
529,2023,G,4,44,440,440030,Acc. de Investig. e Innov,Acciones de Investigación e Innovación
530,2023,G,4,44,440,440031,Cont. y difus Sdad Inform,Contenidos y difusión de la Sdad de la Información
531,2023,G,4,44,440,440032,Actuac.Obs Arag Sdad Inf.,Actuac. Observ. Aragonés Sdad de la Información
532,2023,G,4,44,440,440033,Promo e Implant TICS,Prom.e Implant.Tecnol.Información  y Comunicación
